"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3629","","","","0"
"2010-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3614","","","","0"
"2010-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3605","","","","0"
"2010-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3975","","","","0"
"2010-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3903","","","","0"
"2011-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3874","","","","0"
"2011-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3929","","","","0"
"2011-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4053","","","","0"
"2011-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3908","","","","0"
"2012-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4021","","","","0"
"2012-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","3896","","","","0"
"2012-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4092","","","","0"
"2012-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4200","","","","0"
"2013-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4133","","","","0"
"2013-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4111","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4304","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4585","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4632","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4579","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4378","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4541","","","","0"
"2015-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4738","","","","0"
"2015-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4601","","","","0"
"2015-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4628","","","","0"
"2015-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4694","","","","0"
"2016-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4759","","","","0"
"2016-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4822","","","","0"
"2016-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4901","","","","0"
"2016-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4864","","","","0"
"2017-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4769","","","","0"
"2017-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4733","","","","0"
"2017-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4555","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4619","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4707","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4743","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4847","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4897","","","","0"
"2019-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4940","","","","0"
"2019-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4851","","","","0"
"2019-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4877","","","","0"
"2019-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5033","","","","0"
"2020-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5033","","","","0"
"2020-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","4946","","","","0"
"2020-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5137","","","","0"
"2020-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5093","","","","0"
"2021-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5000","","","","0"
"2021-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5227","","","","0"
"2021-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5408","","","","0"
"2021-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5237","","","","0"
"2022-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5629","","","","0"
"2022-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5483","","","","0"
"2022-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5461","","","","0"
"2022-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5544","","","","0"
"2023-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5459","","","","0"
"2023-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5779","","","","0"
"2023-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5976","","","","0"
"2023-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6014","","","","0"
"2024-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","5846","","","","0"
"2024-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6033","","","","0"
"2024-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6243","","","","0"
"2024-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6265","","","","0"
"2025-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6466","","","","0"
"2025-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6337","","","","0"
"2025-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6327","","","","0"
"2025-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6722","","","","0"
"2026-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electricity","Dollars","81","millions","6","v62700474","1.1.1.22","6743","","","","0"
"1981-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","332","","","","0"
"1981-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","345","","","","0"
"1981-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","428","","","","0"
"1981-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","447","","","","0"
"1982-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","486","","","","0"
"1982-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","494","","","","0"
"1982-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","496","","","","0"
"1982-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","538","","","","0"
"1983-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","520","","","","0"
"1983-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","589","","","","0"
"1983-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","534","","","","0"
"1983-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","601","","","","0"
"1984-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","577","","","","0"
"1984-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","598","","","","0"
"1984-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","582","","","","0"
"1984-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","615","","","","0"
"1985-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","626","","","","0"
"1985-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","615","","","","0"
"1985-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","649","","","","0"
"1985-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","682","","","","0"
"1986-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","614","","","","0"
"1986-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","603","","","","0"
"1986-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","633","","","","0"
"1986-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","626","","","","0"
"1987-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","570","","","","0"
"1987-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","574","","","","0"
"1987-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","596","","","","0"
"1987-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","590","","","","0"
"1988-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","640","","","","0"
"1988-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","642","","","","0"
"1988-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","629","","","","0"
"1988-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","641","","","","0"
"1989-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","667","","","","0"
"1989-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","649","","","","0"
"1989-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","598","","","","0"
"1989-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","646","","","","0"
"1990-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","639","","","","0"
"1990-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","672","","","","0"
"1990-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","607","","","","0"
"1990-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","662","","","","0"
"1991-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","708","","","","0"
"1991-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","686","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","691","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","745","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","701","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","729","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","782","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","779","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","808","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","780","","","","0"
"1993-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","831","","","","0"
"1993-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","909","","","","0"
"1994-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1042","","","","0"
"1994-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","915","","","","0"
"1994-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","872","","","","0"
"1994-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","885","","","","0"
"1995-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","915","","","","0"
"1995-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","857","","","","0"
"1995-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","847","","","","0"
"1995-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","899","","","","0"
"1996-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","912","","","","0"
"1996-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","914","","","","0"
"1996-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","930","","","","0"
"1996-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","987","","","","0"
"1997-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","970","","","","0"
"1997-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1021","","","","0"
"1997-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","971","","","","0"
"1997-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","881","","","","0"
"1998-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","854","","","","0"
"1998-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","837","","","","0"
"1998-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","909","","","","0"
"1998-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","940","","","","0"
"1999-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1015","","","","0"
"1999-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1033","","","","0"
"1999-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1059","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","992","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1041","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1174","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1350","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1569","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1477","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1710","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1646","","","","0"
"2001-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1337","","","","0"
"2002-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1352","","","","0"
"2002-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1252","","","","0"
"2002-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1156","","","","0"
"2002-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1500","","","","0"
"2003-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1638","","","","0"
"2003-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1740","","","","0"
"2003-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1843","","","","0"
"2003-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1647","","","","0"
"2004-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1622","","","","0"
"2004-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1597","","","","0"
"2004-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1754","","","","0"
"2004-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1705","","","","0"
"2005-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1835","","","","0"
"2005-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1694","","","","0"
"2005-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1823","","","","0"
"2005-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1901","","","","0"
"2006-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","2016","","","","0"
"2006-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1796","","","","0"
"2006-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1752","","","","0"
"2006-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1683","","","","0"
"2007-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1710","","","","0"
"2007-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1913","","","","0"
"2007-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1838","","","","0"
"2007-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1865","","","","0"
"2008-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1845","","","","0"
"2008-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1967","","","","0"
"2008-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","2224","","","","0"
"2008-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","2091","","","","0"
"2009-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","2026","","","","0"
"2009-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Gas","Dollars","81","millions","6","v62700475","1.1.1.23","1554","","","","0"
