"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1989-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","141271","","","","0"
"1989-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","140841","","","","0"
"1989-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","141849","","","","0"
"1990-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","144043","","","","0"
"1990-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142327","","","","0"
"1990-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142352","","","","0"
"1990-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142002","","","","0"
"1991-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","138983","","","","0"
"1991-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","141538","","","","0"
"1991-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","141500","","","","0"
"1991-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142364","","","","0"
"1992-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142436","","","","0"
"1992-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","142981","","","","0"
"1992-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","143740","","","","0"
"1992-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","144274","","","","0"
"1993-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","145064","","","","0"
"1993-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","145610","","","","0"
"1993-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","146583","","","","0"
"1993-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","147013","","","","0"
"1994-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","149599","","","","0"
"1994-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","149960","","","","0"
"1994-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","150717","","","","0"
"1994-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","152404","","","","0"
"1995-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","152418","","","","0"
"1995-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","153507","","","","0"
"1995-07","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","155099","","","","0"
"1995-10","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","155093","","","","0"
"1996-01","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","157092","","","","0"
"1996-04","Canada","2016A000011124","2017 constant prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700682","1.2.1.1","157352","","","","0"
